 Destination Port, Flow Duration, Total Fwd Packets, Total Backward Packets,Total Length of Fwd Packets, Total Length of Bwd Packets, Fwd Packet Length Max, Fwd Packet Length Min, Fwd Packet Length Mean, Fwd Packet Length Std,Bwd Packet Length Max, Bwd Packet Length Min, Bwd Packet Length Mean, Bwd Packet Length Std,Flow Bytes/s, Flow Packets/s, Flow IAT Mean, Flow IAT Std, Flow IAT Max, Flow IAT Min,Fwd IAT Total, Fwd IAT Mean, Fwd IAT Std, Fwd IAT Max, Fwd IAT Min,Bwd IAT Total, Bwd IAT Mean, Bwd IAT Std, Bwd IAT Max, Bwd IAT Min,Fwd PSH Flags, Bwd PSH Flags, Fwd URG Flags, Bwd URG Flags, Fwd Header Length, Bwd Header Length,Fwd Packets/s, Bwd Packets/s, Min Packet Length, Max Packet Length, Packet Length Mean, Packet Length Std, Packet Length Variance,FIN Flag Count, SYN Flag Count, RST Flag Count, PSH Flag Count, ACK Flag Count, URG Flag Count, CWE Flag Count, ECE Flag Count, Down/Up Ratio, Average Packet Size, Avg Fwd Segment Size, Avg Bwd Segment Size, Fwd Header Length.1,Fwd Avg Bytes/Bulk, Fwd Avg Packets/Bulk, Fwd Avg Bulk Rate, Bwd Avg Bytes/Bulk, Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets, Subflow Fwd Bytes, Subflow Bwd Packets, Subflow Bwd Bytes,Init_Win_bytes_forward, Init_Win_bytes_backward, act_data_pkt_fwd, min_seg_size_forward,Active Mean, Active Std, Active Max, Active Min,Idle Mean, Idle Std, Idle Max, Idle Min, Label
53569,86,1,1,6,6,6,6,6.0,0.0,6,6,6.0,0.0,139534.8837,23255.81395,86.0,0.0,86,86,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,11627.90698,11627.90698,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,1,9.0,6.0,6.0,20,0,0,0,0,0,0,1,6,1,6,913,256,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,3979,2,0,12,0,6,6,6.0,0.0,0,0,0.0,0.0,3015.833124,502.638854,3979.0,0.0,3979,3979,3979,3979.0,0.0,3979,3979,0,0.0,0.0,0,0,0,0,0,0,40,0,502.638854,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,9.0,6.0,0.0,40,0,0,0,0,0,0,2,12,0,0,254,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,3979246,9,7,2555,2249,1029,0,283.8888889,436.0560298,1163,0,321.2857143,508.161298,1207.263889,4.020862244,265283.0667,689110.2722,1996733,52,1982513,247814.125,678926.6021,1927513,171,3978971,663161.8333,1021763.05,1996785,572,0,0,0,0,296,232,2.261735012,1.759127232,0,1163,282.5882353,444.4716047,197555.0074,0,0,0,1,0,0,0,0,0,300.25,283.8888889,321.2857143,296,0,0,0,0,0,0,9,2555,7,2249,29200,8,4,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,202,2,2,88,188,44,44,44.0,0.0,94,94,94.0,0.0,1366336.634,19801.9802,67.33333333,77.15136637,152,1,49,49.0,0.0,49,49,1,1.0,0.0,1,1,0,0,0,0,64,64,9900.990099,9900.990099,44,94,64.0,27.38612788,750.0,0,0,0,0,0,0,0,0,1,80.0,44.0,94.0,64,0,0,0,0,0,0,2,88,2,188,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
45617,62,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,32258.06452,62.0,0.0,62,62,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,16129.03226,16129.03226,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,32,0,0,0,0,0,0,1,0,1,0,349,247,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,152,2,2,84,204,42,42,42.0,0.0,102,102,102.0,0.0,1894736.842,26315.78947,50.66666667,81.69659316,145,3,3,3.0,0.0,3,3,4,4.0,0.0,4,4,0,0,0,0,64,64,13157.89474,13157.89474,42,102,66.0,32.86335345,1080.0,0,0,0,0,0,0,0,0,1,82.5,42.0,102.0,64,0,0,0,0,0,0,2,84,2,204,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,26400481,5,2,578,482,547,0,115.6,241.5332275,437,45,241.0,277.1858582,40.15078362,0.265146684,4400080.167,10800000.0,26400000,4,26400000,6600120.25,13200000.0,26400000,4,324,324.0,0.0,324,324,1,0,0,0,160,64,0.189390489,0.075756196,0,547,200.875,258.9999655,67080.98214,0,1,0,0,1,0,0,0,0,229.5714286,115.6,241.0,160,0,0,0,0,0,0,5,578,2,482,351,135,1,32,35467.0,0.0,35467,35467,26400000.0,0.0,26400000,26400000,BENIGN
44110,99909694,7,5,11595,334,5792,0,1656.428571,2119.480114,322,0,66.8,142.6926768,119.3978234,0.120108465,9082699.455,30100000.0,99800000,4,99900000,16700000.0,40800000.0,99800000,64,99800000,25000000.0,49900000.0,99800000,9,0,0,0,0,232,144,0.070063271,0.050045194,0,5792,917.6153846,1715.541389,2943082.256,0,0,0,0,1,0,0,0,0,994.0833333,1656.428571,66.8,232,0,0,0,0,0,0,7,11595,5,334,235,229,4,32,10964.0,0.0,10964,10964,99800000.0,0.0,99800000,99800000,BENIGN
80,51877474,11,11,3034,1070,2920,0,275.8181818,877.2116983,526,0,97.27272727,211.9854197,79.10948016,0.424076161,2470355.905,4297430.244,10000000,33,51900000,5187747.4,5083968.7,10100000,3911,50400000,5037780.7,5235169.14,10100000,238,0,0,0,0,244,292,0.21203808,0.21203808,0,2920,178.4347826,616.1832539,379681.8024,0,0,0,1,0,0,0,0,1,186.5454545,275.8181818,97.27272727,244,0,0,0,0,0,0,11,3034,11,1070,8192,128,9,20,122879.0,161367.5383,411542,50620,9952682.6,113766.5161,10000000,9749290,BENIGN
36474,83847239,8,6,11595,361,4344,0,1449.375,1547.981999,343,0,60.16666667,138.5906442,142.5926499,0.166970316,6449787.615,23200000.0,83700000,4,83800000,12000000.0,31600000.0,83700000,14,83700000,16700000.0,37400000.0,83700000,4,0,0,0,0,264,164,0.095411609,0.071558707,0,4344,797.0666667,1313.862053,1726233.495,0,0,0,0,1,0,0,0,0,854.0,1449.375,60.16666667,264,0,0,0,0,0,0,8,11595,6,361,235,229,5,32,11926.0,0.0,11926,11926,83700000.0,0.0,83700000,83700000,BENIGN
53,47099,1,1,61,107,61,61,61.0,0.0,107,107,107.0,0.0,3566.954712,42.46374658,47099.0,0.0,47099,47099,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,40,32,21.23187329,21.23187329,61,107,76.33333333,26.55811238,705.3333333,0,0,0,0,0,0,0,0,1,114.5,61.0,107.0,40,0,0,0,0,0,0,1,61,1,107,-1,-1,0,40,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,202,2,2,80,210,40,40,40.0,0.0,105,105,105.0,0.0,1435643.564,19801.9802,67.33333333,75.87050371,151,3,48,48.0,0.0,48,48,3,3.0,0.0,3,3,0,0,0,0,40,40,9900.990099,9900.990099,40,105,66.0,35.60196624,1267.5,0,0,0,0,0,0,0,0,1,82.5,40.0,105.0,40,0,0,0,0,0,0,2,80,2,210,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
55128,16,1,1,6,6,6,6,6.0,0.0,6,6,6.0,0.0,750000.0,125000.0,16.0,0.0,16,16,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,62500.0,62500.0,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,1,9.0,6.0,6.0,20,0,0,0,0,0,0,1,6,1,6,1187,16270,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,33328628,2,2,104,136,52,52,52.0,0.0,68,68,68.0,0.0,7.201016495,0.120016942,11100000.0,19200000.0,33300000,30590,33300000,33300000.0,0.0,33300000,33300000,33300000,33300000.0,0.0,33300000,33300000,0,0,0,0,40,40,0.060008471,0.060008471,52,68,58.4,8.76356092,76.8,0,0,0,0,0,0,0,0,1,73.0,52.0,68.0,40,0,0,0,0,0,0,2,104,2,136,-1,-1,1,20,30590.0,0.0,30590,30590,33300000.0,0.0,33300000,33300000,BENIGN
53,48157,1,1,48,113,48,48,48.0,0.0,113,113,113.0,0.0,3343.231514,41.53082626,48157.0,0.0,48157,48157,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,20,20.76541313,20.76541313,48,113,69.66666667,37.5277675,1408.333333,0,0,0,0,0,0,0,0,1,104.5,48.0,113.0,32,0,0,0,0,0,0,1,48,1,113,-1,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,61477551,16,15,677,7601,359,0,42.3125,100.9869422,1560,0,506.7333333,680.7463831,134.6507768,0.504249104,2049251.7,4000572.194,10200000,8,61500000,4098503.4,5097963.98,10500000,119,61200000,4372639.143,5179772.856,10500000,48,0,0,0,0,520,488,0.260257602,0.243991502,0,1560,258.6875,519.9163976,270313.0605,0,0,0,1,0,0,0,0,0,267.0322581,42.3125,506.7333333,520,0,0,0,0,0,0,16,677,15,7601,29200,114,3,32,350020.3333,219698.5309,798478,260207,9896222.5,626200.294,10200000,8636955,BENIGN
53,23494,1,1,51,136,51,51,51.0,0.0,136,136,136.0,0.0,7959.479016,85.12811782,23494.0,0.0,23494,23494,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,20,42.56405891,42.56405891,51,136,79.33333333,49.07477288,2408.333333,0,0,0,0,0,0,0,0,1,119.0,51.0,136.0,32,0,0,0,0,0,0,1,51,1,136,-1,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,33461,4,2,164,152,41,41,41.0,0.0,76,76,76.0,0.0,9443.830131,179.3132303,6692.2,11113.97412,25628,3,25634,8544.666667,14794.60065,25628,3,3,3.0,0.0,3,3,0,0,0,0,128,64,119.5421536,59.77107678,41,76,51.0,17.07825128,291.6666667,0,0,0,0,0,0,0,0,0,59.5,41.0,76.0,128,0,0,0,0,0,0,4,164,2,152,-1,-1,3,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,111,2,0,12,0,6,6,6.0,0.0,0,0,0.0,0.0,108108.1081,18018.01802,111.0,0.0,111,111,111,111.0,0.0,111,111,0,0.0,0.0,0,0,0,0,0,0,40,0,18018.01802,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,9.0,6.0,0.0,40,0,0,0,0,0,0,2,12,0,0,255,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,30864,1,1,58,186,58,58,58.0,0.0,186,186,186.0,0.0,7905.650596,64.80041472,30864.0,0.0,30864,30864,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,32.40020736,32.40020736,58,186,100.6666667,73.90083446,5461.333333,0,0,0,0,0,0,0,0,1,151.0,58.0,186.0,32,0,0,0,0,0,0,1,58,1,186,-1,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
33538,83191117,7,5,11595,333,5792,0,1656.428571,2120.732252,321,0,66.6,142.2455623,143.3806929,0.14424617,7562828.818,25000000.0,83000000,6,83200000,13900000.0,33900000.0,83000000,47,83100000,20800000.0,41500000.0,83000000,6,0,0,0,0,232,144,0.084143599,0.060102571,0,5792,917.5384615,1716.343867,2945836.269,0,0,0,0,1,0,0,0,0,994.0,1656.428571,66.6,232,0,0,0,0,0,0,7,11595,5,333,235,229,4,32,10856.0,0.0,10856,10856,83000000.0,0.0,83000000,83000000,BENIGN
53,178620,2,2,86,186,43,43,43.0,0.0,93,93,93.0,0.0,1522.785802,22.39390886,59540.0,103121.975,178615,1,1,1.0,0.0,1,1,4,4.0,0.0,4,4,0,0,0,0,64,64,11.19695443,11.19695443,43,93,63.0,27.38612788,750.0,0,0,0,0,0,0,0,0,1,78.75,43.0,93.0,64,0,0,0,0,0,0,2,86,2,186,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,218110,8,5,551,3495,198,0,68.875,80.99636235,1410,0,699.0,703.7030624,18550.2728,59.60295264,18175.83333,32619.773,85746,24,218110,31158.57143,38739.12533,86351,137,86626,21656.5,42925.79188,86045,48,0,0,0,0,172,112,36.67874009,22.92421255,0,1410,289.0,506.7525568,256798.1538,0,0,0,1,0,0,0,0,0,311.2307692,68.875,699.0,172,0,0,0,0,0,0,8,551,5,3495,8192,115,7,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,42,2,0,12,0,6,6,6.0,0.0,0,0,0.0,0.0,285714.2857,47619.04762,42.0,0.0,42,42,42,42.0,0.0,42,42,0,0.0,0.0,0,0,0,0,0,0,40,0,47619.04762,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,9.0,6.0,0.0,40,0,0,0,0,0,0,2,12,0,0,254,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
51851,296,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,6756.756757,296.0,0.0,296,296,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,3378.378378,3378.378378,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,32,0,0,0,0,0,0,1,0,1,0,64,65535,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,3984389,5,1,123,46,46,0,24.6,23.27659769,46,46,46.0,0.0,42.41553724,1.505877062,796877.8,1758698.941,3942772,48,3984389,996097.25,1964623.356,3942888,48,0,0.0,0.0,0,0,1,0,0,0,160,32,1.254897551,0.25097951,0,46,30.71428571,21.68497395,470.2380952,0,1,0,0,1,0,0,0,0,35.83333333,24.6,46.0,160,0,0,0,0,0,0,5,123,1,46,362,357,2,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,115926,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,17.25238514,115926.0,0.0,115926,115926,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,8.626192571,8.626192571,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,32,0,0,0,0,0,0,1,0,1,0,740,319,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,6486174,23,23,1199,12409,248,0,52.13043478,80.51725075,2123,0,539.5217391,727.1447192,2098.001071,7.092008324,144137.2,743406.486,4999642,1,1486530,67569.54545,101723.8496,404096,1,6399408,290882.1818,1059165.437,4999708,1,0,0,0,0,744,744,3.546004162,3.546004162,0,2123,289.5319149,563.227765,317225.5153,0,0,0,1,0,0,0,0,1,295.826087,52.13043478,539.5217391,744,0,0,0,0,0,0,23,1199,23,12409,29200,130,8,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,118115452,22,17,1748,2984,437,0,79.45454545,172.5149344,746,0,175.5294118,326.1790378,40.0624975,0.330185419,3108301.368,4610688.821,10200000,17,118000000,5624545.333,4985061.675,10200000,3474,115000000,7197932.813,4652706.926,10200000,20262,0,0,0,0,712,552,0.186258441,0.143926977,0,746,118.3,249.6225047,62311.39487,0,0,0,1,0,0,0,0,0,121.3333333,79.45454545,175.5294118,712,0,0,0,0,0,0,22,1748,17,2984,29200,365,4,32,275954.7273,794201.0967,2670561,36291,10200000.0,32326.51775,10200000,10100000,BENIGN
137,21,13,0,650,0,50,50,50.0,0.0,0,0,0.0,0.0,31000000.0,619047.619,1.75,1.712255291,7,1,21,1.75,1.712255291,7,1,0,0.0,0.0,0,0,0,0,0,0,260,0,619047.619,0.0,50,50,50.0,0.0,0.0,0,0,0,0,0,0,0,0,0,53.84615385,50.0,0.0,260,0,0,0,0,0,0,13,650,0,0,-1,-1,12,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,28918,1,1,80,208,80,80,80.0,0.0,208,208,208.0,0.0,9959.194965,69.16107615,28918.0,0.0,28918,28918,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,44,44,34.58053807,34.58053807,80,208,122.6666667,73.90083446,5461.333333,0,0,0,0,0,0,0,0,1,184.0,80.0,208.0,44,0,0,0,0,0,0,1,80,1,208,-1,-1,0,44,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,55819034,2,2,94,142,47,47,47.0,0.0,79,63,71.0,11.3137085,4.227948481,0.071660144,18600000.0,32200000.0,55800000,28125,55800000,55800000.0,0.0,55800000,55800000,55800000,55800000.0,0.0,55800000,55800000,0,0,0,0,52,52,0.035830072,0.035830072,47,79,56.6,14.31083506,204.8,0,0,0,0,0,0,0,0,1,70.75,47.0,71.0,52,0,0,0,0,0,0,2,94,2,142,-1,-1,1,20,30292.0,0.0,30292,30292,55800000.0,0.0,55800000,55800000,BENIGN
80,10177308,9,11,5745,6651,2963,0,638.3333333,1267.461439,1797,0,604.6363636,758.8138471,1218.003818,1.965156208,535647.7895,2291129.16,9996494,3,10200000,1271666.875,3525447.141,9996494,198,10100000,1014513.8,3157532.769,10000000,3,0,0,0,0,296,360,0.884320294,1.080835915,0,2963,590.2857143,974.1953676,949056.6143,0,0,0,1,0,0,0,0,1,619.8,638.3333333,604.6363636,296,0,0,0,0,0,0,9,5745,11,6651,29200,75,2,32,176841.0,0.0,176841,176841,9996494.0,0.0,9996494,9996494,BENIGN
53,213,2,2,72,264,36,36,36.0,0.0,132,132,132.0,0.0,1577464.789,18779.34272,71.0,80.98765338,161,4,4,4.0,0.0,4,4,48,48.0,0.0,48,48,0,0,0,0,40,40,9389.671362,9389.671362,36,132,74.4,52.58136552,2764.8,0,0,0,0,0,0,0,0,1,93.0,36.0,132.0,40,0,0,0,0,0,0,2,72,2,264,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,159,2,0,31,0,31,0,15.5,21.92031022,0,0,0.0,0.0,194968.5535,12578.61635,159.0,0.0,159,159,159,159.0,0.0,159,159,0,0.0,0.0,0,0,1,0,0,0,64,0,12578.61635,0.0,0,31,20.66666667,17.89785834,320.3333333,0,1,0,0,1,0,0,0,0,31.0,15.5,0.0,64,0,0,0,0,0,0,2,31,0,0,260,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,26256,1,1,6,6,6,6,6.0,0.0,6,6,6.0,0.0,457.0383912,76.1730652,26256.0,0.0,26256,26256,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,38.0865326,38.0865326,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,1,9.0,6.0,6.0,20,0,0,0,0,0,0,1,6,1,6,242,30,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,234,2,2,56,612,28,28,28.0,0.0,306,306,306.0,0.0,2854700.855,17094.01709,78.0,130.7707918,229,2,3,3.0,0.0,3,3,2,2.0,0.0,2,2,0,0,0,0,40,40,8547.008547,8547.008547,28,306,139.2,152.266871,23185.2,0,0,0,0,0,0,0,0,1,174.0,28.0,306.0,40,0,0,0,0,0,0,2,56,2,612,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,23318,1,1,52,68,52,52,52.0,0.0,68,68,68.0,0.0,5146.238957,85.77064928,23318.0,0.0,23318,23318,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,42.88532464,42.88532464,52,68,57.33333333,9.237604307,85.33333333,0,0,0,0,0,0,0,0,1,86.0,52.0,68.0,32,0,0,0,0,0,0,1,52,1,68,-1,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,66571,3,4,433,2281,427,0,144.3333333,244.8148961,2267,2,570.25,1131.168238,40768.5028,105.1508915,11095.16667,16682.89837,32655,4,32869,16434.5,23073.60138,32750,119,33916,11305.33333,18633.37965,32812,4,0,0,0,0,72,84,45.0646678,60.08622373,0,2267,339.25,792.9155513,628715.0714,0,0,0,1,0,0,0,0,1,387.7142857,144.3333333,570.25,72,0,0,0,0,0,0,3,433,4,2281,8192,30016,2,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,181,2,2,94,206,47,47,47.0,0.0,103,103,103.0,0.0,1657458.564,22099.44751,60.33333333,92.46260505,167,3,3,3.0,0.0,3,3,11,11.0,0.0,11,11,0,0,0,0,80,80,11049.72376,11049.72376,47,103,69.4,30.67246322,940.8,0,0,0,0,0,0,0,0,1,86.75,47.0,103.0,80,0,0,0,0,0,0,2,94,2,206,-1,-1,1,40,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,3,2,0,31,0,31,0,15.5,21.92031022,0,0,0.0,0.0,10300000.0,666666.6667,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0.0,0.0,0,0,1,0,0,0,64,0,666666.6667,0.0,0,31,20.66666667,17.89785834,320.3333333,0,1,0,0,1,0,0,0,0,31.0,15.5,0.0,64,0,0,0,0,0,0,2,31,0,0,311,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
20901,110,1,1,6,6,6,6,6.0,0.0,6,6,6.0,0.0,109090.9091,18181.81818,110.0,0.0,110,110,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,9090.909091,9090.909091,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,1,9.0,6.0,6.0,20,0,0,0,0,0,0,1,6,1,6,946,255,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,241,2,2,58,190,29,29,29.0,0.0,95,95,95.0,0.0,1029045.643,16597.51037,80.33333333,97.83830197,190,2,2,2.0,0.0,2,2,49,49.0,0.0,49,49,0,0,0,0,64,64,8298.755187,8298.755187,29,95,55.4,36.1496888,1306.8,0,0,0,0,0,0,0,0,1,69.25,29.0,95.0,64,0,0,0,0,0,0,2,58,2,190,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,118424,2,2,72,284,36,36,36.0,0.0,142,142,142.0,0.0,3006.147403,33.77693711,39474.66667,68327.96437,118373,4,4,4.0,0.0,4,4,47,47.0,0.0,47,47,0,0,0,0,64,40,16.88846855,16.88846855,36,142,78.4,58.0585911,3370.8,0,0,0,0,0,0,0,0,1,98.0,36.0,142.0,64,0,0,0,0,0,0,2,72,2,284,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,186,2,2,46,46,23,23,23.0,0.0,23,23,23.0,0.0,494623.6559,21505.37634,62.0,95.31002046,172,4,10,10.0,0.0,10,10,4,4.0,0.0,4,4,0,0,0,0,64,64,10752.68817,10752.68817,23,23,23.0,0.0,0.0,0,0,0,0,0,0,0,0,1,28.75,23.0,23.0,64,0,0,0,0,0,0,2,46,2,46,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,204,2,2,66,156,33,33,33.0,0.0,78,78,78.0,0.0,1088235.294,19607.84314,68.0,116.0474041,202,1,1,1.0,0.0,1,1,1,1.0,0.0,1,1,0,0,0,0,64,64,9803.921569,9803.921569,33,78,51.0,24.64751509,607.5,0,0,0,0,0,0,0,0,1,63.75,33.0,78.0,64,0,0,0,0,0,0,2,66,2,156,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,312876,4,0,53,0,53,0,13.25,26.5,0,0,0.0,0.0,169.3961825,12.78461755,104292.0,146487.0977,271770,15,312876,104292.0,146487.0977,271770,15,0,0.0,0.0,0,0,0,0,0,0,128,0,12.78461755,0.0,0,53,10.6,23.70232056,561.8,0,0,0,0,1,0,0,0,0,13.25,13.25,0.0,128,0,0,0,0,0,0,4,53,0,0,317,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,23871,1,1,69,133,69,69,69.0,0.0,133,133,133.0,0.0,8462.150727,83.78367056,23871.0,0.0,23871,23871,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,41.89183528,41.89183528,69,133,90.33333333,36.95041723,1365.333333,0,0,0,0,0,0,0,0,1,135.5,69.0,133.0,32,0,0,0,0,0,0,1,69,1,133,-1,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,231,2,2,60,264,30,30,30.0,0.0,132,132,132.0,0.0,1402597.403,17316.01732,77.0,93.1826164,183,8,191,191.0,0.0,191,191,48,48.0,0.0,48,48,0,0,0,0,40,40,8658.008658,8658.008658,30,132,70.8,55.86770087,3121.2,0,0,0,0,0,0,0,0,1,88.5,30.0,132.0,40,0,0,0,0,0,0,2,60,2,264,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
37414,3,2,0,12,0,6,6,6.0,0.0,0,0,0.0,0.0,4000000.0,666666.6667,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0.0,0.0,0,0,0,0,0,0,40,0,666666.6667,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,9.0,6.0,0.0,40,0,0,0,0,0,0,2,12,0,0,40905,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,100001791,14,14,1001,4636,415,0,71.5,118.1744148,1418,0,331.1428571,518.9166017,56.36899043,0.279994985,3703770.037,13500000.0,58800000,1,100000000,7692445.462,19100000.0,58800000,49,59000000,4538780.923,16300000.0,58800000,1,0,0,0,0,456,456,0.139997493,0.139997493,0,1418,194.3793103,386.9823191,149755.3153,0,0,0,1,0,0,0,0,1,201.3214286,71.5,331.1428571,456,0,0,0,0,0,0,14,1001,14,4636,29200,179,7,32,211364.0,0.0,211364,211364,58800000.0,0.0,58800000,58800000,BENIGN
443,4477355,14,12,4316,13730,1055,0,308.2857143,435.9564955,4125,0,1144.166667,1504.408481,4030.504617,5.806999892,179094.2,493578.0985,1962597,28,2514758,193442.9231,438823.7594,1267717,184,4476943,406994.8182,710537.47,2000042,47,0,0,0,0,456,392,3.126846096,2.680153796,0,4125,668.3703704,1115.36483,1244038.704,0,0,0,1,0,0,0,0,0,694.0769231,308.2857143,1144.166667,456,0,0,0,0,0,0,14,4316,12,13730,29200,8,6,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
54637,4,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,500000.0,4.0,0.0,4,4,4,4.0,0.0,4,4,0,0.0,0.0,0,0,0,0,0,0,64,0,500000.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,64,0,0,0,0,0,0,2,0,0,0,340,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,61558827,18,14,803,5333,496,0,44.61111111,123.3908848,2896,0,380.9285714,816.4170752,99.67701301,0.519827969,1985768.613,4003366.164,10000000,5,61600000,3621107.471,4907150.495,10100000,166,61500000,4731399.615,5149430.107,10100000,197,0,0,0,0,584,456,0.292403232,0.227424736,0,2896,185.9393939,554.8141547,307818.7462,0,0,0,1,0,0,0,0,0,191.75,44.61111111,380.9285714,584,0,0,0,0,0,0,18,803,14,5333,29200,114,3,32,144090.6667,228667.4806,610856,50465,10000000.0,12685.64834,10000000,9997983,BENIGN
44956,887,3,0,168,0,168,0,56.0,96.99484522,0,0,0.0,0.0,189402.4803,3382.187148,443.5,622.9610742,884,3,887,443.5,622.9610742,884,3,0,0.0,0.0,0,0,0,0,0,0,96,0,3382.187148,0.0,0,168,42.0,84.0,7056.0,0,0,0,0,1,0,0,0,0,56.0,56.0,0.0,96,0,0,0,0,0,0,3,168,0,0,340,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
